ID,Time,Date,Altitude,Speed,Heading,Lat,Lon,Age,Range,Bearing,Tail,Metar
11345180,07:15:40.911,11/01/2020,2250,103,172,40.786377,-80.004456,0.888948,4.703634933907127,-78.4206713159108,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:41.905,11/01/2020,2250,103,172,40.786377,-80.004456,0.923842,4.703634933907127,-78.4206713159108,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:43.496,11/01/2020,2250,103,172,40.78514,-80.00421,0.509412,4.657627890800374,-80.02542240523789,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:44.615,11/01/2020,2250,102,172,40.784695,-80.00413,0.603272,4.642690217774015,-80.61175656495381,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:45.848,11/01/2020,2250,103,171,40.784695,-80.00413,0.857201,4.642690217774015,-80.61175656495381,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:45.930,11/01/2020,2250,103,171,40.784695,-80.00413,1.87816,4.642690217774015,-80.61175656495381,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:47.901,11/01/2020,2250,102,173,40.784695,-80.00413,0.881538,4.642690217774015,-80.61175656495381,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:49.222,11/01/2020,2250,102,173,40.783035,-80.003845,0.241575,4.5924451455042155,-82.83283775010457,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:50.259,11/01/2020,2250,102,173,40.782074,-80.00372,0.284323,4.569922611323479,-84.1441711272126,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:51.911,11/01/2020,2250,102,172,40.781204,-80.00354,0.918315,4.5459924879282765,-85.33623032040695,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:53.990,11/01/2020,2250,102,173,40.781204,-80.00354,0.993976,4.5459924879282765,-85.33623032040695,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:55.051,11/01/2020,2250,102,172,40.780197,-80.00336,0.034783,4.5231667572090135,-86.73274968190368,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:56.177,11/01/2020,2250,102,172,40.7792,-80.00325,0.17911,4.5089955175193905,-88.13087127924803,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:57.582,11/01/2020,2250,102,172,40.778736,-80.00313,0.597596,4.49751267259678,-88.78284367711535,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:58.679,11/01/2020,2250,102,172,40.778046,-80.00299,0.691033,4.4847659074850075,-89.75849094020843,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:15:59.798,11/01/2020,2250,102,173,40.777477,-80.00294,0.783469,4.4807623149275155,-90.5662966268601,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:01.780,11/01/2020,2250,102,173,40.77706,-80.00288,0.750551,4.476423264441324,-91.15966778318425,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:02.870,11/01/2020,2250,102,173,40.776085,-80.002754,0.841687,4.469361968845069,-92.55037443084214,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:04.086,11/01/2020,2250,102,173,40.775665,-80.002686,0.097035,4.465976534142535,-93.15147169918258,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:05.217,11/01/2020,2250,103,173,40.775013,-80.00256,0.191304,4.459975551931357,-94.08782380449686,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:06.389,11/01/2020,2250,102,172,40.77452,-80.0025,0.391386,4.459197706768734,-94.79414456923573,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:07.783,11/01/2020,2250,103,172,40.774265,-80.00244,0.757606,4.456626042956389,-95.16239696213165,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:08.689,11/01/2020,2250,103,172,40.774265,-80.00244,0.877079,4.456626042956389,-95.16239696213165,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:10.111,11/01/2020,2250,103,172,40.77259,-80.00213,0.104865,4.451365575031892,-97.57798533906737,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:11.207,11/01/2020,2250,103,171,40.772095,-80.002075,0.198938,4.45438555451622,-98.28674486734421,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
11345180,07:16:12.275,11/01/2020,2250,103,171,40.771683,-80.002014,0.288998,4.456148558716219,-98.87841547406663,N944ME,KBTP 010656Z AUTO 14004KT 10SM CLR 05/01 A3006 RMK AO2 SLP192 T00500011 PNO $
