ID,Time,Date,Altitude,Speed,Heading,Lat,Lon,Age,Range,Bearing,Tail,AltisGNSS,Metar
10511180,07:21:42.496,02/01/2021,8875,268,265,40.405426,-79.95758,0.468688,41.365581444732975,-179.0927301145246,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:43.584,02/01/2021,8800,268,265,40.40506,-79.962425,0.560831,41.414718199825714,-178.52468378794802,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:45.475,02/01/2021,8725,268,265,40.404877,-79.96533,0.472608,41.44207216806209,-178.18457626120855,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:47.530,02/01/2021,8725,268,265,40.404877,-79.96533,0.494121,41.44207216806209,-178.18457626120855,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:47.530,02/01/2021,8725,268,265,40.404877,-79.96533,2.424378,41.44207216806209,-178.18457626120855,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:51.000,02/01/2021,8575,269,265,40.40436,-79.97211,-0.011721,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:52.082,02/01/2021,8575,269,265,40.40436,-79.97211,0.080343,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:52.451,02/01/2021,8575,269,265,40.40436,-79.97211,1.421241,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:52.451,02/01/2021,8575,269,265,40.40436,-79.97211,2.423574,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:56.161,02/01/2021,8350,269,265,40.40436,-79.97211,0.122596,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:56.161,02/01/2021,8350,269,265,40.40436,-79.97211,1.420368,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:56.161,02/01/2021,8350,269,265,40.40436,-79.97211,3.422313,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:21:56.161,02/01/2021,8350,269,265,40.40436,-79.97211,5.420605,41.52152256195595,-177.39324254251895,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:02.221,02/01/2021,8150,269,265,40.40277,-79.992676,2.421173,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:06.312,02/01/2021,8150,269,265,40.40277,-79.992676,0.281862,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:06.312,02/01/2021,8150,269,265,40.40277,-79.992676,1.419796,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:06.312,02/01/2021,8150,269,265,40.40277,-79.992676,2.422335,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:09.214,02/01/2021,8150,270,265,40.40277,-79.992676,1.422545,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:09.214,02/01/2021,8150,270,265,40.40277,-79.992676,3.421317,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:14.170,02/01/2021,8150,270,265,40.40277,-79.992676,0.143239,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:14.673,02/01/2021,7725,270,265,40.40277,-79.992676,1.419895,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:14.673,02/01/2021,7725,270,265,40.40277,-79.992676,3.421007,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:18.393,02/01/2021,7725,270,264,40.40277,-79.992676,0.421556,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:20.283,02/01/2021,7575,270,264,40.40277,-79.992676,0.259148,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:20.283,02/01/2021,7575,270,264,40.40277,-79.992676,1.419246,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:20.283,02/01/2021,7575,270,264,40.40277,-79.992676,2.422187,41.81271501424214,-175.01359126108812,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
10511180,07:22:23.855,02/01/2021,7425,270,264,40.399887,-80.02789,0.812036,42.49201988380256,-171.0317502238942,N124HQ,False,KBTP 010720Z AUTO 07010KT 4SM -SN BR FEW009 OVC021 M04/M05 A2980 RMK T10401050 MADISHF
