ID,Time,Date,Altitude,Speed,Heading,Lat,Lon,Age,Range,Bearing,Tail,AltisGNSS,Metar
11328611,09:30:46.701,02/03/2021,8275,264,69,40.528244,-80.43329,3.471526,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:49.802,02/03/2021,8275,264,69,40.528244,-80.43329,1.474389,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:49.802,02/03/2021,8275,264,69,40.528244,-80.43329,3.477152,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:53.793,02/03/2021,8275,264,69,40.528244,-80.43329,0.827832,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:53.793,02/03/2021,8275,264,69,40.528244,-80.43329,2.477725,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:53.793,02/03/2021,8275,264,69,40.528244,-80.43329,4.472075,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:57.716,02/03/2021,8275,264,69,40.528244,-80.43329,1.477765,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:30:57.716,02/03/2021,8275,264,69,40.528244,-80.43329,3.478204,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:01.217,02/03/2021,8275,263,69,40.528244,-80.43329,1.474734,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,0.825169,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,2.477371,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,3.484945,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,5.474611,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,6.477155,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,7.478916,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:03.819,02/03/2021,8275,263,69,40.528244,-80.43329,8.479542,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:11.891,02/03/2021,8275,263,69,40.528244,-80.43329,2.479031,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:13.823,02/03/2021,8275,261,69,40.528244,-80.43329,2.478724,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:13.823,02/03/2021,8275,261,69,40.528244,-80.43329,4.479519,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:18.182,02/03/2021,7675,261,69,40.528244,-80.43329,1.474453,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:18.182,02/03/2021,7675,261,69,40.528244,-80.43329,3.478277,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:22.047,02/03/2021,7600,261,69,40.528244,-80.43329,0.478853,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:23.847,02/03/2021,7600,261,69,40.528244,-80.43329,0.869881,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
11328611,09:31:23.847,02/03/2021,7600,261,69,40.528244,-80.43329,2.478477,49.39785798570143,-123.98134330444427,N928FD,False,KBTP 030930Z AUTO 31008KT 10SM OVC016 M04/M07 A2978 RMK T10401070 MADISHF
