ID,Time,Date,Altitude,Speed,Heading,Lat,Lon,Age,Range,Bearing,Tail,Metar
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,0.242774,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,2.986515,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,4.988104,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,6.988535,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,8.986316,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,9.988756,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,11.987311,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,13.987525,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,15.98875,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,17.98778,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,19.988268,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,21.987199,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,23.987365,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,24.988618,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,25.991034,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
11120723,11:11:22.283,11/20/2020,7675,193,258,40.269894,-79.2348,27.986505,82.78582261082168,132.71978748671648,N723ST,KBTP 201056Z AUTO 21008KT 10SM CLR 12/M03 A3028 RMK AO2 SLP261 T01171028 PNO $
