,Frame,ID,x,y,z,windx,windy
0,51919,11322591,0.8924572314754677,5.023866932647712,0.9391088062791103,2.5465782646875845,-0.3621491154493826
1,51920,11322591,0.890094730739585,4.967097943222378,0.9424820726237714,2.5465782646875845,-0.3621491154493826
2,51921,11322591,0.888525803826161,4.912347838882619,0.9451144294611368,2.5465782646875845,-0.3621491154493826
3,51922,11322591,0.8880798543550674,4.85723064047235,0.9470544782973362,2.5465782646875845,-0.3621491154493826
4,51923,11322591,0.8876339048839739,4.802113442062081,0.9483508206384996,2.5465782646875845,-0.3621491154493826
5,51924,11322591,0.8869188009274095,4.774949443969589,0.9490520579907568,2.5465782646875845,-0.3621491154493826
6,51925,11322591,0.8862036969708451,4.747785445877099,0.9492067918602375,2.5465782646875845,-0.3621491154493826
7,51926,11322591,0.8845195013149874,4.6351231421264645,0.9488636237530715,2.5465782646875845,-0.3621491154493826
8,51927,11322591,0.879569759512308,4.579258732708596,0.9480711551753886,2.5465782646875845,-0.3621491154493826
9,51928,11322591,0.8816830188144775,4.525992269291838,0.9468779876333188,2.5465782646875845,-0.3621491154493826
10,51929,11322591,0.8794846633615327,4.470396774911845,0.9453327226329916,2.5465782646875845,-0.3621491154493826
11,51930,11322591,0.877286307908588,4.414801280531852,0.943483961680537,2.5465782646875845,-0.3621491154493826
12,51931,11322591,0.8742678816381784,4.363212642314948,0.9413803062820848,2.5465782646875845,-0.3621491154493826
13,51932,11322591,0.8726668947601883,4.308356616259234,0.9390703579437647,2.5465782646875845,-0.3621491154493826
14,51933,11322591,0.8683739987320303,4.254497508271108,0.9366027181717067,2.5465782646875845,-0.3621491154493826
15,51934,11322591,0.8668881366136014,4.199720750990347,0.9340259884720182,2.5465782646875845,-0.3621491154493826
16,51935,11322591,0.8661961610915367,4.147371677835038,0.9318484052987956,2.5465782646875845,-0.3621491154493826
17,51936,11322591,0.862283504682625,4.09467354193319,0.9296399999999787,2.5465782646875845,-0.3621491154493826
18,51937,11322591,0.8583708482737133,4.041975406031344,0.9274315947011619,2.5465782646875845,-0.3621491154493826
19,51938,11322591,0.855751961789537,3.9878028753500967,0.9252540115279393,2.5465782646875845,-0.3621491154493826
20,51939,11322591,0.8531330753053608,3.9336303446688494,0.9231380726059047,2.5465782646875845,-0.3621491154493826
21,51940,11322591,0.8520411171377817,3.881412204542469,0.9211146000606525,2.5465782646875845,-0.3621491154493826
22,51941,11322591,0.8505222233865986,3.826529666076356,0.9192144160177766,2.5465782646875845,-0.3621491154493826
23,51942,11322591,0.8474256676520828,3.77496690995088,0.9174683426028711,2.5465782646875845,-0.3621491154493826
24,51943,11322591,0.8452144045365471,3.7356159527568047,0.9159072019415304,2.5465782646875845,-0.3621491154493826
25,51944,11322591,0.8430031414210113,3.69626499556273,0.9145618161593482,2.5465782646875845,-0.3621491154493826
26,51945,11322591,0.8417890828894201,3.616514301853872,0.9134630073819188,2.5465782646875845,-0.3621491154493826
27,51946,11322591,0.8350580421186844,3.563335769845477,0.9126415977348361,2.5465782646875845,-0.3621491154493826
28,51947,11322591,0.8315613701447722,3.511903954763388,0.9121284093436945,2.5465782646875845,-0.3621491154493826
29,51948,11322591,0.8298131194008785,3.4861880328070383,0.9119542643340879,2.5465782646875845,-0.3621491154493826
30,51949,11322591,0.8280648686569849,3.4604721108506884,0.9121499848316104,2.5465782646875845,-0.3621491154493826
31,51950,11322591,0.8204014277258485,3.382713068771213,0.912746392961856,2.5465782646875845,-0.3621491154493826
32,51951,11322591,0.8127379867947121,3.3049540266917385,0.913774310850419,2.5465782646875845,-0.3621491154493826
33,51952,11322591,0.8092421423130286,3.25352206823303,0.9143999999999792,2.5465782646875845,-0.3621491154493826
34,51953,11322591,0.8068375788109576,3.2040700670895794,0.9143999999999792,2.5465782646875845,-0.3621491154493826
35,51954,11322591,0.8028181105744796,3.150355857461019,0.9143999999999792,2.5465782646875845,-0.3621491154493826
36,51955,11322591,0.7987986423380015,3.0966416478324583,0.9150256891495393,2.5465782646875845,-0.3621491154493826
37,51956,11322591,0.792683774248529,3.0446639187007296,0.9160536070381022,2.5465782646875845,-0.3621491154493826
38,51957,11322591,0.7865689061590565,2.9926861895690005,0.9166500151683481,2.5465782646875845,-0.3621491154493826
39,51958,11322591,0.784312233903729,2.954547918954645,0.9168457356658706,2.5465782646875845,-0.3621491154493826
40,51959,11322591,0.7820555616484014,2.9164096483402897,0.9166715906562639,2.5465782646875845,-0.3621491154493826
41,51960,11322591,0.7795985323127526,2.8783368962614584,0.9161584022651222,2.5465782646875845,-0.3621491154493826
42,51961,11322591,0.7771415029771037,2.840264144182627,0.9153369926180397,2.5465782646875845,-0.3621491154493826
43,51962,11322591,0.7744450964085616,2.789914693244398,0.9142381838406102,2.5465782646875845,-0.3621491154493826
44,51963,11322591,0.7717486898400197,2.7395652423061687,0.912892798058428,2.5465782646875845,-0.3621491154493826
45,51964,11322591,0.7645538775631812,2.6360673377963395,0.9113316573970871,2.5465782646875845,-0.3621491154493826
46,51965,11322591,0.7634216098168982,2.611552278306017,0.9095855839821817,2.5465782646875845,-0.3621491154493826
47,51966,11322591,0.7622893420706152,2.587037218815695,0.9076853999393059,2.5465782646875845,-0.3621491154493826
48,51967,11322591,0.7548756111104697,2.4815080646371235,0.9056619273940536,2.5465782646875845,-0.3621491154493826
49,51968,11322591,0.7520725041349485,2.4321867381742,0.903545988472019,2.5465782646875845,-0.3621491154493826
50,51969,11322591,0.7525817260090714,2.3821332903744223,0.9013684052987962,2.5465782646875845,-0.3621491154493826
51,51970,11322591,0.750292307323539,2.3303075143869707,0.8991599999999793,2.5465782646875845,-0.3621491154493826
52,51971,11322591,0.7480028886380068,2.2784817383995186,0.8969515947011627,2.5465782646875845,-0.3621491154493826
53,51972,11322591,0.7448770683540833,2.226812553135049,0.8947740115279399,2.5465782646875845,-0.3621491154493826
54,51973,11322591,0.7441924932996885,2.174462321792622,0.8926580726059054,2.5465782646875845,-0.3621491154493826
55,51974,11322591,0.743038032895209,2.122032045230994,0.890634600060653,2.5465782646875845,-0.3621491154493826
56,51975,11322591,0.7429636489459592,2.071819073266897,0.8887344160177771,2.5465782646875845,-0.3621491154493826
57,51976,11322591,0.7408077689620166,2.0318081683665934,0.8869883426028718,2.5465782646875845,-0.3621491154493826
58,51977,11322591,0.738651888978074,1.9917972634662893,0.8854272019415309,2.5465782646875845,-0.3621491154493826
59,51978,11322591,0.7373935882237684,1.9407446201761176,0.8840818161593488,2.5465782646875845,-0.3621491154493826
60,51979,11322591,0.7361352874694629,1.8896919768859453,0.8829830073819193,2.5465782646875845,-0.3621491154493826
61,51980,11322591,0.7371072993755039,1.813200813638169,0.8815359085852766,2.5465782646875845,-0.3621491154493826
62,51981,11322591,0.735365545225656,1.7623647161946816,0.879994802305572,2.5465782646875845,-0.3621491154493826
63,51982,11322591,0.7336237910758082,1.7115286187511942,0.8792242491657195,2.5465782646875845,-0.3621491154493826
64,51983,11322591,0.7315029371880213,1.6595313521038906,0.8792242491657195,2.5465782646875845,-0.3621491154493826
65,51984,11322591,0.7293820833002345,1.607534085456587,0.879994802305572,2.5465782646875845,-0.3621491154493826
66,51985,11322591,0.7297477294050787,1.5597479271719008,0.8815359085852766,2.5465782646875845,-0.3621491154493826
67,51986,11322591,0.7282419800506869,1.5089516939191052,0.8829830073819193,2.5465782646875845,-0.3621491154493826
68,51987,11322591,0.726736230696295,1.4581554606663096,0.8840818161593488,2.5465782646875845,-0.3621491154493826
69,51988,11322591,0.7255845847533675,1.4057247657075465,0.8854272019415309,2.5465782646875845,-0.3621491154493826
70,51989,11322591,0.7238762933713482,1.3583828700694565,0.8869883426028718,2.5465782646875845,-0.3621491154493826
71,51990,11322591,0.7239885895370481,1.3084599196133933,0.8887344160177771,2.5465782646875845,-0.3621491154493826
72,51991,11322591,0.7243553664523301,1.2606736026455498,0.890634600060653,2.5465782646875845,-0.3621491154493826
73,51992,11322591,0.7229573059106374,1.209297192372653,0.8926580726059054,2.5465782646875845,-0.3621491154493826
74,51993,11322591,0.7215592453689447,1.157920782099756,0.8947740115279399,2.5465782646875845,-0.3621491154493826
