,Unnamed: 0,Frame,ID,x,y,z,windx,windy
0,0,20539,11355748,1.022331553737759,0.0076495677434501,0.030396906158357884,1.6958058802865736,3.176793915693223
1,1,20540,11355748,0.9867217134679558,0.0068416318647829,0.03046394428152499,1.6958058802865736,3.176793915693223
2,2,20541,11355748,0.9511118731981524,0.0060336959861157,0.03106247143290536,1.6958058802865736,3.176793915693223
3,3,20542,11355748,0.9194064779155012,0.0054886890997396,0.0321585832743454,1.6958058802865736,3.176793915693223
4,4,20543,11355748,0.8877010826328497,0.0049436822133635,0.033718375467691575,1.6958058802865736,3.176793915693223
5,5,20544,11355748,0.8559956873501985,0.0043986753269873,0.035707943674790354,1.6958058802865736,3.176793915693223
6,6,20545,11355748,0.818363302235575,0.0054206009229781,0.03809338355748826,1.6958058802865736,3.176793915693223
7,7,20546,11355748,0.7807309171209516,0.0064425265189689,0.040840790777631863,1.6958058802865736,3.176793915693223
8,8,20547,11355748,0.7345205005910103,0.0063538355439707,0.04391626099706758,1.6958058802865736,3.176793915693223
9,9,20548,11355748,0.6991337257070356,0.0054159039343246,0.047285889877641984,1.6958058802865736,3.176793915693223
10,10,20549,11355748,0.6637469508230608,0.0044779723246786,0.05091577308120149,1.6958058802865736,3.176793915693223
11,11,20550,11355748,0.6255860557436093,0.0045635754539017,0.054772006269592666,1.6958058802865736,3.176793915693223
12,12,20551,11355748,0.576174718276932,0.0028347113882519,0.058820685104661874,1.6958058802865736,3.176793915693223
13,13,20552,11355748,0.5334650162958683,0.0005519487704473,0.06302790524825586,1.6958058802865736,3.176793915693223
14,14,20553,11355748,0.4907553143148045,-0.0017308138473573,0.06735976236222085,1.6958058802865736,3.176793915693223
15,15,20554,11355748,0.4523054797344178,-0.0038865222398784,0.07178235210839395,1.6958058802865736,3.176793915693223
16,16,20555,11355748,0.4202997495419092,-0.0061617565831594,0.0765197128122061,1.6958058802865736,3.176793915693223
17,17,20556,11355748,0.3882940193494006,-0.0084369909264404,0.0813033067044095,1.6958058802865736,3.176793915693223
18,18,20557,11355748,0.3417828875189657,-0.0105280315171306,0.0860406674082217,1.6958058802865736,3.176793915693223
19,19,20558,11355748,0.306961692794971,-0.0129925920469593,0.09063932854686058,1.6958058802865736,3.176793915693223
20,20,20559,11355748,0.2721404980709764,-0.015457152576788,0.09500682374354358,1.6958058802865736,3.176793915693223
