frame id x y z windx windy
52556 10520887 1.0654563718206398 0.006995635961890401 0.39624000000000004 3.4912228258182463 4.453519206884108
52557 10520887 1.0323323757756375 0.007231875061547806 0.39624000000000004 3.4912228258182463 4.453519206884108
52558 10520887 0.9992083797306355 0.007468114161205212 0.39624000000000004 3.4912228258182463 4.453519206884108
52559 10520887 0.9660843836856333 0.007704353260862617 0.39624000000000004 3.4912228258182463 4.453519206884108
52560 10520887 0.9329603876406312 0.007940592360520023 0.39624000000000004 3.4912228258182463 4.453519206884108
52561 10520887 0.899836391595629 0.008176831460177428 0.39624000000000004 3.4912228258182463 4.453519206884108
52562 10520887 0.8667123955506268 0.008413070559834833 0.39624000000000004 3.4912228258182463 4.453519206884108
52563 10520887 0.8335883995056246 0.00864930965949224 0.39624000000000004 3.4912228258182463 4.453519206884108
52564 10520887 0.8004644034606225 0.008885548759149644 0.39624000000000004 3.4912228258182463 4.453519206884108
52565 10520887 0.7673404074156203 0.009121787858807049 0.39624000000000004 3.4912228258182463 4.453519206884108
52566 10520887 0.7342164113706182 0.009358026958464456 0.39624000000000004 3.4912228258182463 4.453519206884108
52567 10520887 0.701092415325616 0.00959426605812186 0.39624000000000004 3.4912228258182463 4.453519206884108
52568 10520887 0.6679684192806138 0.009830505157779267 0.39624000000000004 3.4912228258182463 4.453519206884108
52569 10520887 0.6348444232356116 0.010066744257436672 0.39624000000000004 3.4912228258182463 4.453519206884108
52570 10520887 0.5977413933749897 0.009222860840223848 0.40640000000000004 3.4912228258182463 4.453519206884108
52571 10520887 0.5606383635143676 0.008378977423011025 0.41656000000000004 3.4912228258182463 4.453519206884108
52572 10520887 0.5235353336537456 0.007535094005798201 0.42672000000000004 3.4912228258182463 4.453519206884108
52573 10520887 0.5044856762946516 0.0035959937539359887 0.42672000000000004 3.4912228258182463 4.453519206884108
52574 10520887 0.45864512098033844 0.007360243224108554 0.42672000000000004 3.4912228258182463 4.453519206884108
52575 10520887 0.4234086731633754 0.008243612340332121 0.42672000000000004 3.4912228258182463 4.453519206884108
52576 10520887 0.3833411700278512 0.0052149435214836615 0.45720000000000005 3.4912228258182463 4.453519206884108
52577 10520887 0.3668860655543852 0.004867773304338657 0.45720000000000005 3.4912228258182463 4.453519206884108
52578 10520887 0.31829455156749464 0.009999196490781403 0.45720000000000005 3.4912228258182463 4.453519206884108
52579 10520887 0.28708658412133403 0.015057651435131714 0.45720000000000005 3.4912228258182463 4.453519206884108
52580 10520887 0.24361861975361043 0.017931010832782868 0.45720000000000005 3.4912228258182463 4.453519206884108
52581 10520887 0.22837235225327024 0.02291372971100175 0.45720000000000005 3.4912228258182463 4.453519206884108
52582 10520887 0.19033841190143053 0.024478795545583215 0.45720000000000005 3.4912228258182463 4.453519206884108
52583 10520887 0.15247098289390826 0.032532116225684304 0.45720000000000005 3.4912228258182463 4.453519206884108
52584 10520887 0.11694035207271936 0.03795261884726844 0.48768 3.4912228258182463 4.453519206884108
52585 10520887 0.10031416435949125 0.03871341953128224 0.48768 3.4912228258182463 4.453519206884108
52586 10520887 0.058295066412251906 0.046021221380721705 0.48768 3.4912228258182463 4.453519206884108
52587 10520887 0.03525133744804354 0.05092427202991895 0.48768 3.4912228258182463 4.453519206884108
52588 10520887 0.012207608483835175 0.05582732267911619 0.48768 3.4912228258182463 4.453519206884108
52589 10520887 -0.025122087664279924 0.0625375521185875 0.48768 3.4912228258182463 4.453519206884108
52590 10520887 -0.05787636461107282 0.06938809713631641 0.48768 3.4912228258182463 4.453519206884108
52591 10520887 -0.09821109757471735 0.07532847689282232 0.48768 3.4912228258182463 4.453519206884108
52592 10520887 -0.13588973746215216 0.07689593808573278 0.48768 3.4912228258182463 4.453519206884108
52593 10520887 -0.16868325626422553 0.07873606465876995 0.48768 3.4912228258182463 4.453519206884108
52594 10520887 -0.20099693441310995 0.07878383753932397 0.48768 3.4912228258182463 4.453519206884108
52595 10520887 -0.23941794610740375 0.08351528126712301 0.5181600000000001 3.4912228258182463 4.453519206884108
52596 10520887 -0.2795898691002108 0.08017370073824112 0.5181600000000001 3.4912228258182463 4.453519206884108
52597 10520887 -0.31323088298224167 0.08322615097337835 0.5181600000000001 3.4912228258182463 4.453519206884108
52598 10520887 -0.3396933775758877 0.08650240696511804 0.5181600000000001 3.4912228258182463 4.453519206884108
52599 10520887 -0.3837741007515272 0.08478964494488647 0.5181600000000001 3.4912228258182463 4.453519206884108
52600 10520887 -0.4255774900741469 0.09004361390368301 0.5181600000000001 3.4912228258182463 4.453519206884108
52601 10520887 -0.44354992352821576 0.09212200613667748 0.5334000000000001 3.4912228258182463 4.453519206884108
52602 10520887 -0.4615223569822846 0.09420039836967195 0.54864 3.4912228258182463 4.453519206884108
52603 10520887 -0.510333875730304 0.09771521313293696 0.54864 3.4912228258182463 4.453519206884108
52604 10520887 -0.5561041274488279 0.1037410397304789 0.54864 3.4912228258182463 4.453519206884108
52605 10520887 -0.5854290497179855 0.10573424008482532 0.54864 3.4912228258182463 4.453519206884108
52606 10520887 -0.6147539719871431 0.10772744043917173 0.54864 3.4912228258182463 4.453519206884108
52607 10520887 -0.6417234191174676 0.10877547034847898 0.54864 3.4912228258182463 4.453519206884108
52608 10520887 -0.668692866247792 0.10982350025778623 0.54864 3.4912228258182463 4.453519206884108
52609 10520887 -0.7107637990600029 0.1115447148831957 0.54864 3.4912228258182463 4.453519206884108
52610 10520887 -0.7436284908596695 0.11154127335667133 0.54864 3.4912228258182463 4.453519206884108
