,Unnamed: 0,Frame,ID,x,y,z,windx,windy
0,0,6215,10532852,1.1208365294196398,0.0036233264684904,0.041056488054166174,3.493723348642076,2.17517862106844
1,1,6216,10532852,1.0753707649908808,0.0020042557356102,0.04167209957736778,3.493723348642076,2.17517862106844
2,2,6217,10532852,1.0468740102789464,0.0023770739436253,0.04263568383319577,3.493723348642076,2.17517862106844
3,3,6218,10532852,1.018377255567012,0.0027498921516403,0.043935111219834455,3.493723348642076,2.17517862106844
4,4,6219,10532852,0.989880500855078,0.0031227103596553,0.04555825213546849,3.493723348642076,2.17517862106844
5,5,6220,10532852,0.9613837461431436,0.0034955285676704,0.047492976978282586,3.493723348642076,2.17517862106844
6,6,6221,10532852,0.9277466037029484,0.0056455650213142,0.04972715614646106,3.493723348642076,2.17517862106844
7,7,6222,10532852,0.8941094612627533,0.0077956014749581,0.05224866003818868,3.493723348642076,2.17517862106844
8,8,6223,10532852,0.8604723188225581,0.0099456379286019,0.05504535905164987,3.493723348642076,2.17517862106844
9,9,6224,10532852,0.8215403159829119,0.006310118490527,0.05810512358502917,3.493723348642076,2.17517862106844
10,10,6225,10532852,0.7839314905748038,0.0080838001541528,0.06141582403651119,3.493723348642076,2.17517862106844
11,11,6226,10532852,0.7463226273425103,0.009857681524277,0.06496533080428046,3.493723348642076,2.17517862106844
12,12,6227,10532852,0.7050347890827855,0.0071678269244778,0.06874151428652159,3.493723348642076,2.17517862106844
13,13,6228,10532852,0.6637469508230608,0.0044779723246786,0.072732244881419,3.493723348642076,2.17517862106844
14,14,6229,10532852,0.63110139737409,0.0044554575036266,0.07692539298715739,3.493723348642076,2.17517862106844
15,15,6230,10532852,0.5984558439251191,0.0044329426825745,0.08130882900191178,3.493723348642076,2.17517862106844
16,16,6231,10532852,0.5662695337176118,0.0051367774455613,0.08572962079076807,3.493723348642076,2.17517862106844
17,17,6232,10532852,0.5011379542899992,0.0042226389010003,0.09023055010616887,3.493723348642076,2.17517862106844
18,18,6233,10532852,0.4567192731772938,0.0079895786448223,0.09521326777226236,3.493723348642076,2.17517862106844
19,19,6234,10532852,0.4398749887539023,0.0083535780390467,0.10025801496611397,3.493723348642076,2.17517862106844
20,20,6235,10532852,0.3885044137295855,0.0087849288020042,0.10537153402769739,3.493723348642076,2.17517862106844
21,21,6236,10532852,0.3502677562093974,0.0079621085545598,0.11055478814843755,3.493723348642076,2.17517862106844
