,Unnamed: 0,Frame,ID,x,y,z,windx,windy
0,0,27965,11217673,1.2082968304664137,-0.0032189763542702,0.002690772813524478,0.3195423726361112,0.9780013939100928
1,1,27966,11217673,1.181361514749748,-0.0041162653263443,0.0016940736587892635,0.3195423726361112,0.9780013939100928
2,2,27967,11217673,1.1539214754839593,-0.0051990062622794,0.0010697556405515618,0.3195423726361112,0.9780013939100928
3,3,27968,11217673,1.1264814362181703,-0.0062817471982144,0.0008007419414324812,0.3195423726361112,0.9780013939100928
4,4,27969,11217673,1.0927823085091553,-0.0053194766057346,0.0008699557440534078,0.3195423726361112,0.9780013939100928
5,5,27970,11217673,1.05908318080014,-0.0043572060132548,0.0012603202310352835,0.3195423726361112,0.9780013939100928
6,6,27971,11217673,1.0270120910531226,-0.0035761188039273,0.0019547585849996607,0.3195423726361112,0.9780013939100928
7,7,27972,11217673,0.9942180979386266,-0.0033765014865432,0.0029361939885674815,0.3195423726361112,0.9780013939100928
8,8,27973,11217673,0.959555920304599,-0.0020990832983674,0.004187549624360076,0.3195423726361112,0.9780013939100928
9,9,27974,11217673,0.9231617861011024,-0.0013654110300614,0.0056917486749986645,0.3195423726361112,0.9780013939100928
10,10,27975,11217673,0.8867676518976058,-0.0006317387617554,0.007431714323104355,0.3195423726361112,0.9780013939100928
11,11,27976,11217673,0.8529468624687715,-0.0008553430910366,0.009390369751298477,0.3195423726361112,0.9780013939100928
12,12,27977,11217673,0.8191260730399372,-0.0010789474203177,0.011550638142202196,0.3195423726361112,0.9780013939100928
13,13,27978,11217673,0.785055719990017,-0.0047840128742019,0.013895442678436787,0.3195423726361112,0.9780013939100928
14,14,27979,11217673,0.747043482399822,-0.0053317280797071,0.016407706542623357,0.3195423726361112,0.9780013939100928
15,15,27980,11217673,0.7103270247709332,-0.0057184290877927,0.019070352917374855,0.3195423726361112,0.9780013939100928
16,16,27981,11217673,0.6736105671420444,-0.0061051300958783,0.022046229143484586,0.3195423726361112,0.9780013939100928
17,17,27982,11217673,0.6385812777830745,-0.0045894866444419,0.02522244918595601,0.3195423726361112,0.9780013939100928
18,18,27983,11217673,0.6010502838701924,-0.0052937417950645,0.028537368793600693,0.3195423726361112,0.9780013939100928
19,19,27984,11217673,0.5628547629714398,-0.0053133598684217,0.030677965416110564,0.3195423726361112,0.9780013939100928
20,20,27985,11217673,0.5254525291414128,-0.0029049666942191,0.033280893922531696,0.3195423726361112,0.9780013939100928
21,21,27986,10866934,0.9385759661742086,0.166092571356461,0.017520000000000258,0.3195423726361112,0.9780013939100928
22,22,27986,11217673,0.4893065820640916,-0.0061641916254087,0.03625368793608208,0.3195423726361112,0.9780013939100928
23,23,27987,11217673,0.4507187494972215,-0.0087421186780739,0.039503881079979264,0.3195423726361112,0.9780013939100928
24,24,27987,10866934,0.9385693322049632,0.1660277072176504,0.011773770491803559,0.3195423726361112,0.9780013939100928
25,25,27988,10866934,0.9385626982357176,0.1659628430788399,0.0060275409836068605,0.3195423726361112,0.9780013939100928
26,26,27988,11217673,0.422270267522917,-0.0081492269520521,0.042939006977441074,0.3195423726361112,0.9780013939100928
27,27,27989,11217673,0.3938217855486124,-0.0075563352260303,0.04646659925168506,0.3195423726361112,0.9780013939100928
28,28,27989,10866934,0.9385560642664722,0.1658979789400294,0.000281311475410162,0.3195423726361112,0.9780013939100928
29,29,27990,11217673,0.3454901100591943,-0.0066573192852111,0.049994191525929155,0.3195423726361112,0.9780013939100928
31,31,27991,11217673,0.2971584345697762,-0.0057583033443918,0.053429317423390854,0.3195423726361112,0.9780013939100928
34,34,27992,11217673,0.259548916282563,-0.0039818414361183,0.056679510567288094,0.3195423726361112,0.9780013939100928
35,35,27993,11217673,0.2214018415814992,-0.0047553513041893,0.05840092628171817,0.3195423726361112,0.9780013939100928
37,37,27994,11217673,0.1832547668804353,-0.0055288611722602,0.06019939731013357,0.3195423726361112,0.9780013939100928
40,40,27995,11217673,0.1451076921793714,-0.0063023710403312,0.06368075639598647,0.3195423726361112,0.9780013939100928
42,42,27996,11217673,0.1050906724976331,-0.0037383131916235,0.06750115886337438,0.3195423726361112,0.9780013939100928
43,43,27997,11217673,0.0677920423512608,-0.006443571827969,0.07156813833551501,0.3195423726361112,0.9780013939100928
46,46,27998,11217673,0.0304934122048884,-0.0091488304643144,0.07578922843562608,0.3195423726361112,0.9780013939100928
48,48,27999,11217673,-0.0100412664042871,-0.0081674414730538,0.08007196278692547,0.3195423726361112,0.9780013939100928
50,50,28000,11217673,-0.0483411873890913,-0.0085004344645011,0.0836981858630706,0.3195423726361112,0.9780013939100928
51,51,28001,11217673,-0.0884747557336436,-0.0076497376375736,0.0867988916978365,0.3195423726361112,0.9780013939100928
54,54,28002,11217673,-0.107441414827732,-0.0079343719088998,0.09011535241176089,0.3195423726361112,0.9780013939100928
56,56,28003,11217673,-0.1264080739218205,-0.0082190061802259,0.09352427950246767,0.3195423726361112,0.9780013939100928
58,58,28004,11217673,-0.1646046609274434,-0.0082347104220369,0.09690238446758037,0.3195423726361112,0.9780013939100928
60,60,28005,11217673,-0.222745775456183,-0.0116614786932247,0.10012637880472258,0.3195423726361112,0.9780013939100928
61,61,28006,11217673,-0.2528768323527728,-0.0130864284963099,0.10393753463443228,0.3195423726361112,0.9780013939100928
64,64,28007,11217673,-0.2830078892493626,-0.0145113782993951,0.1084668459904844,0.3195423726361112,0.9780013939100928
66,66,28008,11217673,-0.3187974132950726,-0.0153131760229194,0.1129961573465364,0.3195423726361112,0.9780013939100928
68,68,28009,11217673,-0.3566043244299777,-0.0152216667726331,0.11743300232580617,0.3195423726361112,0.9780013939100928
69,69,28010,11217673,-0.3951134395074194,-0.0178212368887049,0.12168491455151148,0.3195423726361112,0.9780013939100928
71,71,28011,11217673,-0.4699283699989298,-0.0211697936134333,0.12503373849730975,0.3195423726361112,0.9780013939100928
74,74,28012,11217673,-0.4887862088095364,-0.0212554224032288,0.12761046819697597,0.3195423726361112,0.9780013939100928
76,76,28013,11217673,-0.5076440476201429,-0.0213410511930244,0.13015637577104816,0.3195423726361112,0.9780013939100928
78,78,28014,11217673,-0.5645022326666653,-0.0251847636327835,0.13254817271714986,0.3195423726361112,0.9780013939100928
79,79,28015,11217673,-0.6122034761481265,-0.0284582614307873,0.13639169177873328,0.3195423726361112,0.9780013939100928
82,82,28016,11217673,-0.6599047196295877,-0.0317317592287912,0.14034308827989606,0.3195423726361112,0.9780013939100928
84,84,28017,11217673,-0.6769929870368925,-0.0337390819487275,0.144309895843856,0.3195423726361112,0.9780013939100928
86,86,28018,11217673,-0.6940812544441972,-0.0357464046686638,0.14819964809383068,0.3195423726361112,0.9780013939100928
